10.0,96,135,0.0,0.004,0.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,1.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0
10.0,96,135,0.0,0.048,0.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,1.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0
