10.0,96,135,0.0,0.006,0.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.01.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0
10.0,96,135,0.0,0.005,0.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.01.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.00.0,0.0,0.0,0.0,0.0
