10,-279.2081975,44.198,54.609,0,0,0,1
20,-263.3514129,46.393,80.394,0,0,0,2
30,-232.1998076,45.864,152.994,0,1,0,3
40,-225.1155231,45.279,192.867,0,0,0,5
