20.0, -1.905322527513652, 1014.577, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -3.9219236558234694, 545.943, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
20.0, -1.1172481572481572, 95.5, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0
20.0, -3.2585792293259632, 137.819, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -4.986262326785687, 142.302, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -2.8550771022766037, 213.829, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -4.470178045505738, 350.682, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
20.0, -2.610000000000002, 220.437, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -5.833479637583472, 1090.672, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -3.668698826082668, 331.847, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
20.0, -6.958843538531126, 339.552, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
20.0, -6.7758744897142416, 195.267, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0
20.0, -6.009306212217082, 346.935, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -5.891832530320651, 361.118, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
20.0, -0.3600000000000003, 121.644, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -3.8462231581094035, 5350.973, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
20.0, -4.437158469945356, 196.744, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0
20.0, -0.2348999999999999, 91.061, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
20.0, -3.0260662033650334, 140.769, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0
20.0, -4.847269566061406, 418.625, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
