10,-268.1134246,0.001,45.757,2,0,0,0,5,8,5,8,3,3,2,2,0.6,0.8,0.7,0.9
20,-242.8852594,0,112.988,4,0,0,0,5,8,5,8,3,3,2,2,0.6,0.8,0.7,0.9
30,-230.975161,0,124.811,6,0,0,0,5,8,5,8,3,3,2,2,0.6,0.8,0.7,0.9
40,-215.2036251,0,148.737,8,0,0,0,5,8,5,8,3,3,2,2,0.6,0.8,0.7,0.9
