10.0, -268.1134246477744, 0.001, 28.337, 0, 2, 0, 0
20.0, -242.88525935328042, 0.003, 64.45, 0, 4, 0, 0
30.0, -230.9751609519432, 0.006, 69.568, 0, 6, 0, 0
40.0, -215.2036250708217, 0.02, 72.972, 0, 8, 0, 0
50.0, -197.50417121499862, 0.035, 210.033, 0, 10, 0, 0
60.0, -188.22579836366575, 0.081, 100.452, 0, 12, 0, 0
70.0, -172.64056317092457, 0.102, 425.819, 0, 14, 0, 0
