10, -200.0, 6.925, 54.354, 0.0, 0.0, 0.0, 0.0, 5, 8, 5, 8, 3, 3, 2, 2, 0.6, 0.8, 0.7, 0.9
20, -200.0, 0.0, 0.081, 0.0, 0.0, 0.0, 0.0, 5, 8, 5, 8, 3, 3, 2, 2, 0.6, 0.8, 0.7, 0.9
30, -200.0, 0.0, 0.066, 0.0, 0.0, 0.0, 0.0, 5, 8, 5, 8, 3, 3, 2, 2, 0.6, 0.8, 0.7, 0.9
