10.0, -268.1134246477744, 0.102, 29.623, 0, 2, 0, 0
20.0, -242.88525935328042, 0.004, 63.781, 0, 4, 0, 0
30.0, -230.9751609519432, 0.008, 68.577, 0, 6, 0, 0
40.0, -215.2036250708217, 0.219, 73.321, 0, 8, 0, 0
50.0, -197.50417121499862, 1.107, 231.268, 0, 10, 0, 0
60.0, -188.22579836366575, 0.211, 98.937, 0, 12, 0, 0
70.0, -172.64056317092457, 1.648, 414.398, 0, 14, 0, 0
