10.0,101,279,-29.999999999999993,44.451,[2.0, 0.0, 0.0, 0.0]
10.0,101,279,-29.999999999999993,46.64,[2.0, 0.0, 0.0, 0.0]
10.0,101,279,-29.999999999999993,11.92,[2.0, 0.0, 0.0, 0.0]
Budget: 10.0, verticies: 17, edges: 28, GV: -31.250000000000007, runtime(S): 20.619, resources: [2.0, 0.0, 0.0, 0.0]
Budget: 20.0, verticies: 21, edges: 43, GV: -8.84895355008387, runtime(S): 333.268, resources: [0.0, 1.0, 2.0, 0.0]
