10.0,13,33,-4.552402745995425,25.229,[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
10.0,14,34,-1.2600000000000011,2.279,[2.0, 0.0, 0.0, 0.0, 0.0, 0.0]
10.0,10,18,-1.5621342166885606,3.171,[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
10.0,8,13,-1.7265143789516628,1.804,[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
10.0,11,24,-2.397868753762795,2.909,[2.0, 0.0, 0.0, 0.0, 0.0, 0.0]
10.0,13,37,-9.684109318406323,22.356,[0.0, 0.0, 0.0, 2.0, 0.0, 0.0]
15.0,12,28,-0.05734399999999984,5.96,[0.0, 0.0, 0.0, 3.0, 0.0, 0.0]
25.0,12,30,-3.3534637691722993,233.303,[0.0, 0.0, 2.0, 1.0, 0.0, 0.0]
25.0,8,18,-2.0701765023543137,82.983,[1.0, 0.0, 2.0, 0.0, 0.0, 0.0]
20.0,13,38,-4.746369395205422,358.677,[0.0, 0.0, 2.0, 0.0, 0.0, 0.0]
20.0,11,30,-2.723668341708544,59.404,[0.0, 0.0, 2.0, 0.0, 0.0, 0.0]
25.0,10,18,-0.35923668724776686,94.587,[1.0, 0.0, 2.0, 0.0, 0.0, 0.0]
20.0,11,27,-1.3920000000000012,90.112,[0.0, 0.0, 1.0, 2.0, 0.0, 0.0]
20.0,11,22,-1.409266496163684,37.518,[1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
20.0,11,25,-0.015974400000000166,27.0,[1.0, 0.0, 0.0, 3.0, 0.0, 0.0]
15.0,13,35,-2.1728780487804884,565.384,[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
15.0,9,17,-2.177326203208557,10.062,[2.0, 0.0, 0.0, 1.0, 0.0, 0.0]
15.0,10,22,-1.2600000000000011,8.438,[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
15.0,11,29,-3.933272071106253,39.675,[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
15.0,11,30,-3.7564485981308424,15.557,[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
10.0,8,18,-1.5558730158730163,6.504,[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
10.0,14,34,-4.979448642025732,55.57,[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
10.0,10,18,-4.040620525059667,4.039,[2.0, 0.0, 0.0, 0.0, 0.0, 0.0]
20.0,10,19,-1.0654857311725714,49.719,[2.0, 0.0, 1.0, 0.0, 0.0, 0.0]
10.0,10,20,-0.32059842519685056,4.64,[2.0, 0.0, 0.0, 0.0, 0.0, 0.0]
20.0,10,23,-3.6073876871880204,29.738,[0.0, 0.0, 2.0, 0.0, 0.0, 0.0]
20.0,13,28,-3.6823255813953506,50.314,[2.0, 0.0, 1.0, 0.0, 0.0, 0.0]
20.0,8,18,-2.6310754813256136,42.733,[2.0, 0.0, 1.0, 0.0, 0.0, 0.0]
13.0,11,27,-0.8062749706227974,11.739,[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
13.0,11,24,-2.4040898583367927,4.002,[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
13.0,10,23,-2.24,4.513,[0.0, 0.0, 0.0, 2.0, 0.0, 0.0]
13.0,11,25,-7.438765670202509,13.632,[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
13.0,10,19,-5.171527377521614,8.969,[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
20.0,10,21,-2.7038666783678313,102.761,[0.0, 0.0, 1.0, 2.0, 0.0, 0.0]
18.0,13,35,-4.822512437810945,56.573,[2.0, 1.0, 0.0, 0.0, 0.0, 0.0]
18.0,8,15,-2.890549009776886,15.203,[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
13.0,10,21,-3.5967399007795895,12.609,[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
13.0,9,16,-2.22187838651415,4.907,[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
18.0,8,16,-0.03600000000000003,13.449,[2.0, 1.0, 0.0, 0.0, 0.0, 0.0]
13.0,11,28,-0.12687500000000002,17.913,[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
13.0,10,20,-3.526771546257769,12.948,[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
18.0,11,33,-0.057051301115241995,47.053,[2.0, 1.0, 0.0, 0.0, 0.0, 0.0]
18.0,8,17,-2.697131353799698,30.02,[0.0, 1.0, 0.0, 2.0, 0.0, 0.0]
18.0,10,20,-1.023966378113275,27.421,[0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
13.0,12,32,-0.23683333333333353,79.886,[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
18.0,12,34,-0.1082404202020198,169.326,[0.0, 1.0, 0.0, 2.0, 0.0, 0.0]
