[0.0, 0.0, 1.0, 0.0, 0.0, 0.0],c: 10,gv: -1.861910828025479
[0.0, 0.0, 0.0, 0.0, 0.0, 1.0],c: 10,gv: -2.24
[2.0, 0.0, 0.0, 0.0, 0.0, 0.0],c: 10,gv: -2.720180224062349
[1.0, 1.0, 0.0, 0.0, 0.0, 0.0],c: 13,gv: -2.2688235294117653
[0.0, 0.0, 1.0, 0.0, 0.0, 0.0],c: 10,gv: -0.7830000000000006
[0.0, 0.0, 0.0, 0.0, 0.0, 1.0],c: 10,gv: -1.8560000000000016
[2.0, 0.0, 0.0, 0.0, 0.0, 0.0],c: 10,gv: -0.2348999999999999
[1.0, 1.0, 0.0, 0.0, 0.0, 0.0],c: 13,gv: -0.026100000000000345
[1.0, 0.0, 0.0, 1.0, 0.0, 0.0],c: 10,gv: -0.19849403708987134
[1.0, 0.0, 0.0, 0.0, 1.0, 0.0],c: 13,gv: -0.16703999999999963
[0.0, 1.0, 0.0, 1.0, 0.0, 0.0],c: 13,gv: -0.04616716845878267
[0.0, 0.0, 0.0, 2.0, 0.0, 0.0],c: 10,gv: -0.11878399999999967
[0.0, 0.0, 0.0, 1.0, 1.0, 0.0],c: 13,gv: -0.11878399999999967
[0.0, 0.0, 1.0, 0.0, 0.0, 0.0],c: 10,gv: -8.700000000000001
[0.0, 0.0, 0.0, 0.0, 0.0, 1.0],c: 10,gv: -11.600000000000001
[2.0, 0.0, 0.0, 0.0, 0.0, 0.0],c: 10,gv: -10.061715509166334
[1.0, 1.0, 0.0, 0.0, 0.0, 0.0],c: 13,gv: -8.575504046084212
[1.0, 0.0, 0.0, 1.0, 0.0, 0.0],c: 10,gv: -6.670272114646421
[1.0, 0.0, 0.0, 0.0, 1.0, 0.0],c: 13,gv: -6.152783505154639
[0.0, 1.0, 0.0, 1.0, 0.0, 0.0],c: 13,gv: -6.558461538461539
[0.0, 0.0, 0.0, 2.0, 0.0, 0.0],c: 10,gv: -4.640000000000001
[0.0, 0.0, 0.0, 1.0, 1.0, 0.0],c: 13,gv: -4.640000000000001
[0.0, 0.0, 1.0, 0.0, 0.0, 0.0],c: 10,gv: -0.7830000000000007
[0.0, 0.0, 0.0, 0.0, 0.0, 1.0],c: 10,gv: -1.8560000000000016
