10, 9.373488101696081, 592.799, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 5, 10, 8, 10, 8, 7, 5, 1, 6, 3, 5, 5, 6, 4, 4, 2, 0.5, 0.9, 0.6, 0.8, 0.6, 0.6, 0.7, 0.6, 0.8, 
15, 11.159364260894131, 963.425, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 5, 10, 8, 10, 8, 7, 5, 1, 6, 3, 5, 5, 6, 4, 4, 2, 0.5, 0.9, 0.6, 0.8, 0.6, 0.6, 0.7, 0.6, 0.8, 
20, 13.15560846147024, 523.11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 5, 10, 8, 10, 8, 7, 5, 1, 6, 3, 5, 5, 6, 4, 4, 2, 0.5, 0.9, 0.6, 0.8, 0.6, 0.6, 0.7, 0.6, 0.8, 
25, 14.49706098871195, 633.274, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 5, 10, 8, 10, 8, 7, 5, 1, 6, 3, 5, 5, 6, 4, 4, 2, 0.5, 0.9, 0.6, 0.8, 0.6, 0.6, 0.7, 0.6, 0.8, 
